弹幕,重复次数
昭和运镜是吧,3.0
浓缩固化不好吗,3.0
人类清除计划开始 ,3.0
是不是每个国家都有黑料,3.0
是可忍孰不可忍,3.0
是呢，都是老人，我天哪,3.0
人类的罪人！,3.0
是美国在从中作怪，不然这条秋田口气会这么大?,3.0
人类社会甲级罪犯,3.0
但是他们现在都老了，依然这么做。,3.0
是地震危害全世界，还是日本，不要混淆视听,3.0
人类罪恶的一面集大成者——日本,3.0
活不了多久了,3.0
是时候算总账了,3.0
但它们花700亿控制舆论,3.0
但凡靠海吃饭的都知道这是个丑恶行径,3.0
世界属于人类,3.0
日寇！说得好！,3.0
全排干净，后代就可以说不存在这件事啦,3.0
我们要继续反抗！,3.0
全体日本人都应该为这次事故负永久性责任,3.0
我们应该怎么办？,3.0
不可饶恕,3.0
不如氢弹！！！,3.0
我们现在能做什么,3.0
我们能做的只有揭露真相吗？是不是可以加大力度,3.0
我们要继续努力阻止日本排放核污染水，能少排一点是一点！,3.0
我们该怎样向自己的后代解释大海原来是蓝色的,3.0
第五次冲击 + 氚天使来袭,3.0
罗圣：不知道，可以自己揣测,3.0
罄竹难书,3.0
缺德！,3.0
我信你个鬼,3.0
全世界人民审判日本反人类罪行,3.0
我去，我那是才小学三年级,3.0
继续斗争！,3.0
全日本都是甲级战犯,3.0
美国和日本在排核污水上也是沆瀣一气了,3.0
我什么都不问 我只好奇他们自己喝什么,3.0
不只是台湾。还有全中国。还有全世界。,3.0
美日真乃人类之癌,3.0
上热门啊！！！！,3.0
上热门！上啊！,3.0
感觉刚发生不久,3.0
上热门，让更多人看到,3.0
下面这群是711附体变异生物,3.0
美国造毒，日本排核，报应在路上。,3.0
全面制裁它,3.0
全都是上年纪的，年轻的都被教育洗脑了,3.0
不停的出钱搞公关，不愿意花钱研究处理废水，脑子有坑的东电和日本政府,3.0
不去处理，说明已经没法处理，已经很严重了,3.0
我也才4岁啊！,3.0
我也猜到了！,3.0
美国在收集中国和俄国人的DNA研究生化武器,3.0
美国在想尽办法让中国卷入战争，小日子只不过是一条乌克兰那样的狗,3.0
我去，这是我生日,3.0
绝了,3.0
绝不能让东洋鬼子得逞！,3.0
不是武士道吗，赶紧一人每天七杯喝了,3.0
我想知道日本核污染水算不算核攻击.,3.0
红豆泥斯密马赛！！！！,3.0
我想知道海水淡化怎么办？？？,3.0
红海,3.0
紧抱美国大腿的小米砸,3.0
类人群猩闪耀时！,3.0
我打开他们的历史上面都是欺骗，满满的欺骗。,3.0
我敢喝恒河水，他敢喝核污水吗？,3.0
我是乐迪每时每刻准时送达,3.0
不是，为什么呀，他们找死吗,3.0
先赞在看，让更多人看到！,3.0
我甚至还没亲眼见过大海。。,3.0
不用屯盐,3.0
先不说它会不会承担，它拿什么承担？,3.0
偷袭,3.0
红豆泥斯米马赛戏码即将开始,3.0
我总结一下，日本是一个有小礼，无大义的民族，从中国学到的也就只有那么一丁点了啊,3.0
绝不将大量和污水排到海里？跟我玩文字游戏是吧？,3.0
不是可以引用吗？你们每个日本人每天多喝几杯，不到一年也该喝完了吧？,3.0
给的太多了,3.0
给爷上热门！！,3.0
不放弃！绝不半途而废！,3.0
给我火,3.0
不敢想象,3.0
给我上热门，让大家都看到！！！！！！！,3.0
给它一棒子得治治,3.0
给它一发，彻底排了,3.0
我害怕你们,3.0
我害怕，我真的害怕,3.0
给人整笑了,3.0
结果又花了700亿日元在世界各地摆平消息风波,3.0
经典 可以饮用自己不喝,3.0
我怀疑那些喝核污水的是假水 这杯没喝的是真水,3.0
终于,3.0
关于这个话题，点赞,3.0
老eva了,3.0
老人好忽悠唉,3.0
出个英文版 发西方媒体圈,3.0
心疼他们嗓子,3.0
苏联用了最后一种也是最贵的一种,3.0
心疼这些老年人,3.0
苏联切尔诺贝利核泄漏就是用的第五种方案,3.0
心虚,3.0
苏联以前就是拿核弹炸了变成水蒸气,3.0
凛冬将至！！！,3.0
必须三连！,3.0
花费哪里低了 700亿公关费诶,3.0
一帮畜牲,3.0
必须两个币,3.0
必须为此承担历史责任！,3.0
艹，原作里初号机，三号机，四号机都出问题了,3.0
一张张可恶的嘴脸，不知道怎么想的？还把核污水排到海里,3.0
必须投币支持,3.0
很难不三连,3.0
草菅人命,3.0
必须阻止！！！,3.0
草，Eva字幕,3.0
初号机没电了使徒快跑,3.0
西曆2015年8月25日 使徒、襲來,3.0
被刻在人类历史耻辱柱上,3.0
初号机、启动！,3.0
一个有着三次核爆的大核民族,3.0
补完计划终于开始了吗,3.0
补完的小曲,3.0
强烈期待日文版的,3.0
一人一口，马上喝完去,3.0
虎狼屯于阶壁，尚谈因果,3.0
蒸汽释放会留下固态核素，没问题的,3.0
当时我才一岁啊！,3.0
当时我才一年级啊,3.0
药到命除,3.0
荒缪,3.0
致敬！他们是真不容易 不像年轻一代都是软骨头,3.0
忘了之前日子那有个地方荒废了吗？已经十年了都仍然是高浓度,3.0
老人家太厉害了！！！！,3.0
背景是被污染变异了的海洋生物啊,3.0
思想钢印:水是有毒的,3.0
其实这已经是向全球宣战了！！！,3.0
肯定是故意泄露的,3.0
其实标题指的是每个人,3.0
恭喜你为此事增加了热度,3.0
其实小日子已经排很久了吧,3.0
三连为敬！！！,3.0
想到承诺让狗吃了，但他就是狗,3.0
三连起来！全世界无产者联合起来！,3.0
想让小鬼子担历史责任，历史告诉我们这是不可能的,3.0
上头,3.0
其中确实有几个，因为周围居民不同意不可以，但是他甚至不愿意多买几个廉价土地，多建几个罐子。,3.0
上春晚,3.0
老同志，您辛苦了,3.0
老人家辛苦了,3.0
怎么阻止啊，绝望了已经,3.0
怎么让日本承担历史责任,3.0
快发抖音！,3.0
能不能加大制裁力度，比如断交,3.0
冷知识，全球八大公害事件日本占了四个,3.0
自然的灾害并没有压垮我们，但人类却做到了,3.0
一股子EVA的感觉太熟悉了,3.0
快点给老先生们寄点金嗓子喉宝！心疼啊,3.0
能饮用，它们日本怎么不喝啊？,3.0
一键三连,3.0
一键三连顶上去！！！！,3.0
军国主义不灭绝的后果,3.0
一键三连！顶上去！！！！！！！！！！！！,3.0
能喝不留着自己喝？,3.0
三体人救救人类吧,3.0
三体人来了都不敢泡的水,3.0
三体人来泡了这水都变56789体,3.0
三体来了可能都不会要满是污染的地球,3.0
再不请我吃海鲜 过两年就该海鲜吃我了,3.0
第四次冲击,3.0
以后可能真的有使徒了,3.0
保护的不是地球，保护的是人类,3.0
我觉得应该让这日本付出惨痛的代价,3.0
不能使其活,3.0
专家有想过蒸发雨水会等一年之后么,3.0
我记得我当时在上小学！日本核电站爆炸,3.0
真科学堆芯都不会融毁，早干嘛去了,3.0
倒计时129天,3.0
我觉得我能活过2011真的太幸运 就怕活不过2023,3.0
所以，感谢祖国,3.0
竟然不上热门？播放量这么少吗？,3.0
竟然可以引用，为什么不供应给全国人喝呢？为什么就一定要排海呢？你使用海水淡化技术，你照样可以给所有人喝，为什么就一定要排海,3.0
砷萘氚冲浪里,3.0
所以劳资是因为这玩意胃不好的？,3.0
世界之敌,3.0
不负责,3.0
科学的弊端正在反馈,3.0
所以，会变成第一次冲击后的海洋吗？（单纯指颜色会变）,3.0
知道叶文洁，懂得叶文洁，超越叶文洁,3.0
世界可以没有日本 但不能没有海洋！！！,3.0
我觉得只有川宝可以拯救人类了,3.0
世界可以没有日本！,3.0
我觉得危害程度至少可以与行星撞地球比肩 行星至少没毒 核污水能有几个正常生物存在,3.0
突然痞子,3.0
福岛渔业组织理解就可以了吗？,3.0
保护海洋，！,3.0
不讲武德,3.0
世界上可以没有日本但不能没有海洋！,3.0
保护海洋，保护地球！！！,3.0
偌大一个日本，难道只有一个山上彻也吗？,3.0
我闺蜜家今天买了四箱盐,3.0
做个人吧,3.0
不要停止发声！！现在停止排核还来得及！！,3.0
真能掰啊真能掰,3.0
世界可以没有日本，但地球不能没有海洋！,3.0
我还没看到eva吧,3.0
碇 源 堂,3.0
倭寇说了日本人都是工匠精神,3.0
我还没看到Eva，破与q中间那部剧场版呢,3.0
世界可以没有日本，但是不能没有海洋！,3.0
做个秀都不敢？,3.0
离大谱,3.0
福岛？辐岛才对吧！,3.0
保护海洋，保护地球！！,3.0
所以人类的尽头真是进化或者变异吗 ,3.0
真的是懦弱的日本政府,3.0
所以，人类的尽头到底是什么,3.0
把它们从历史抹除,3.0
不知道哪个核世界末日的倒计时钟这次拨了几格,3.0
真辐了小日子,3.0
俩邻居，一个偷，一个骗,3.0
我要变成叶文洁！！,3.0
偷排,3.0
第 二 次 冲 击,3.0
第 十 四 使 徒,3.0
承诺你母,3.0
第二个也行 比排海贵不了太多 要是从2011年开始蒸发早蒸发好了把,3.0
第23使徒核天使,3.0
第二次东京审判，确信,3.0
保护海洋，保护海洋生物，就是保护人类自己,3.0
第一波冲击,3.0
第一波冲击来了,3.0
我知道为什么环太平洋二的哥斯拉非要往富士山走了,3.0
世界名画《日本人的承诺》,3.0
我算知道为什么tag里有Eva了（,3.0
第一眼整活第二眼官方,3.0
真的，爱国的人都没啥弯弯腔,3.0
承诺呢？！,3.0
修改数据,3.0
偷排✓,3.0
抓紧三连上热门！,3.0
信用破产！！！！！！,3.0
我觉得他们压根就没处理过,3.0
承诺,3.0
停止排放核污染水进海计划！这是全人类及其他所有生物的灾难！,3.0
我要变成曼多拉,3.0
我要变成叶文洁！！！！,3.0
我真的日了狗了，就像不想欠债，然后直接沙人夺财一样,3.0
承诺!,3.0
上上上上上上上上上上上上上上上上上上上,2.0
应该少刷相同的弹幕和评论,2.0
信你个鬼,2.0
上封面! 上热门!,2.0
禁止进口全日本所有产品！只有让其经济损失惨重，痛了！才会考虑还要不要排核污水！！！,2.0
想让日本体验一下加强版的抗日,2.0
40个亿顶屁用啊,2.0
上热门让更多人知道这件事,2.0
还不如用作处理核污水，看不懂,2.0
宣战啊,2.0
最大的科学就是日本自己喝，且喝了没事，不要跟我们讲数据，现在的数据做出者科不科学都还未有效论证，这才是最大的不科学,2.0
完事具备，只欠东风。,2.0
人类迟早会死在自己手上,2.0
来吧！武器的批判。,2.0
上热度！,2.0
上热门啊啊啊啊啊啊啊啊啊啊,2.0
明明是改造地球水资源计划，水源将成为战略资源,2.0
上热门上热门！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,2.0
上热搜,2.0
尽一切恶得须陀洹然后布施远离诸苦受苦众生令得解脱怖畏众生令得远离​,2.0
上热门上热门上热门上热门,2.0
是时候用上躬匠精神了,2.0
诛心之言,2.0
试运行？,2.0
前面说来点实际行动的，你想怎么行动？没脑子吗？,2.0
来点实际行动啊，谴责有什么用,2.0
上热门上热门上热门上热门上热门上热门上热门上热门上热门上热门上热门！！！！！,2.0
上热门啊,2.0
他奶奶的，800亿日元都可以换一种处理的方式了，可就算把800亿给民众解释，都不愿意换一种更安全的方式,2.0
是不是可以在日本周边核试验了,2.0
地球可以没有日本，但是不能没有海洋！！！！,2.0
地球可以没有日本，但地球不能没有海洋​,2.0
宣战,2.0
出口罗布泊钾肥给它，让他看看什么叫没有污染。,2.0
上热i门,2.0
为了自己和身边的人的安全，请多多关注并抵制日本核污水排放,2.0
地球可以没有日本但不能没有海洋！！,2.0
保持沉默就是对犯罪的纵容,2.0
气死了气死了！,2.0
太对了,2.0
一定要上热门啊,2.0
顶上热门,2.0
别说了，说半天没用的，已经在排了  ,2.0
拭目以待,2.0
反对排放核污水！！！,2.0
有种感觉，哥斯拉就要出世了,2.0
从各种方面都能说明，这真的是有问题啊，那些支持的人是蠢吗,2.0
有种补偿全世界的渔民吗,2.0
快给我上热门！,2.0
没事，全世界都不买他们的东西。,2.0
快给他们喝！,2.0
有这个钱为啥不拿来治理核污染水,2.0
世界可以没有日本，但不能没有海洋!,2.0
有钱补贴，没钱埋水,2.0
有这么多钱弄别的方案会死是吗？,2.0
汪文斌老师霸气！！！,2.0
其他元素呢？,2.0
有钱补偿还不如花钱修建储存罐,2.0
有这么多钱，但是不用来处理核污染水，真是躬匠精神啊,2.0
丢原子弹给他吃,2.0
让俄罗斯送它一颗氢弹吧,2.0
有这钱不处理核污染水，只能说别有用心,2.0
有这钱不拿去安全处理核污水？,2.0
水资源大污染，到时候没水喝,2.0
快上热门！,2.0
必须抵制日本！！！,2.0
水没问题那日本人自己喝了呗,2.0
有那800亿为什么不对核污水进行切实有效的处理？！,2.0
有钱堵口没钱治水,2.0
必须抵制,2.0
保护海洋！保护海洋！保护地球环境！,2.0
有用吗？,2.0
他们说没事，让他们喝掉不就完了。,2.0
以后都不吃海产品了,2.0
碳14的浓度有多少了？,2.0
地球上可以没有日本，但是不能没有海洋,2.0
联合其他国家进行氢弹消除核污染,2.0
没问题为什么不自己留着喝为什么要排入太平洋？,2.0
有800亿就不会用40亿的方案了，用脑子想想都知道,2.0
恶劣行径,2.0
这个说得好，我投俩币,2.0
碳14呢,2.0
同意,2.0
同意俄罗斯氢弹方案！！,2.0
支持！！！！！！！！！！！！！,2.0
拒绝核污水排放！,2.0
公布出来的都有这么多，实际已经远远超过这个量了！,2.0
肯定是毒害人类身体的毒水啦～让日本狗子自己去饮用吧！,2.0
没有问题怎么不自己喝了真矛盾,2.0
保护生态！,2.0
已经排了啊，哎,2.0
有大问题,2.0
没有日本世界会美好不少,2.0
保护海洋人人有责,2.0
支持了这个,2.0
已经结束嘞,2.0
它们自己还在打官司呢,2.0
反对反对核污染水,2.0
没完了？,2.0
提高了标准，就发现不了异常,2.0
保护海洋，保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋,2.0
保护海洋，保护地球。,2.0
坚决抵制日本核污水排海！！！,2.0
坚决地址核污染水排海,2.0
追星就追红星,2.0
给我上热门！！！！！！给我上热门！！！！！！,2.0
谢谢日本让我们免费喝核污水,2.0
谁问你了？,2.0
热队,2.0
给我上热门！！！！！！！！！！,2.0
热门！！,2.0
热门热门，核污染水排海就是有大问题！！！,2.0
热门,2.0
热知识：人民币和日元的汇率为1：20,2.0
给我火啊,2.0
生气!,2.0
点赞点赞点赞点赞点赞上热搜!!!!!!!,2.0
小日子！,2.0
绝对有大问题,2.0
血肉苦弱，核能飞升,2.0
用八百亿一半可以可以处理好核污水,2.0
